material_id,material_name,product_family,tds_found,industry_level_1,category_level_2,application_level_3,is_primary_application,application_function_details,validation_status
70,RevaStab ID 15 - Copy,RevaStab ID 15 - Copy,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
71,RevaStab ID 15,RevaStab ID 15,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
71,RevaStab ID 15,RevaStab ID 15,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
72,RevaStab NF04,RevaStab NF04,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
72,RevaStab NF04,RevaStab NF04,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
73,RevaStab PZ,RevaStab PZ,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
73,RevaStab PZ,RevaStab PZ,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
74,Revastab MCG,Textra / Revastab Meat & Gelling Blends,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
74,Revastab MCG,Textra / Revastab Meat & Gelling Blends,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
75,Revastab SF22,Revastab SF22,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
75,Revastab SF22,Revastab SF22,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
76,Revastab-VPM 15,Revastab-VPM 15,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
76,Revastab-VPM 15,Revastab-VPM 15,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
77,Revastab-VPM 30,Revastab-VPM 30,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
77,Revastab-VPM 30,Revastab-VPM 30,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
78,RevastabID-06,RevastabID-06,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
78,RevastabID-06,RevastabID-06,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
79,SF19,SF19,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
79,SF19,SF19,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
80,SF20,SF20,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
80,SF20,SF20,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
81,SF22,SF22,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
81,SF22,SF22,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
82,STARPRO - PDS (HP-CF T0577) Tapioca,STARPRO - PDS (HP-CF T0577) Tapioca,Yes,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,Yes,"Delivers freeze-thaw stability, high shear resistance, glossy sheen, and smooth texture.",R&D Validated
82,STARPRO - PDS (HP-CF T0577) Tapioca,STARPRO - PDS (HP-CF T0577) Tapioca,Yes,Dairy,Fermented Dairy,Yogurt,No,Provides spoonable thickness and creaminess without syneresis.,R&D Validated
82,STARPRO - PDS (HP-CF T0577) Tapioca,STARPRO - PDS (HP-CF T0577) Tapioca,Yes,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,No,Bake-stable body builder in fruit custards and fillings.,R&D Validated
83,Siveele Technical Sheet Nataseen-L,Siveele Technical Sheet Nataseen-L,Yes,Dairy,Cheese,Cheese Surface Protection,Yes,Natural antifungal/antibacterial bio-preservation preventing surface mold and bacterial spoilage without affecting fermentation cultures.,R&D Validated
83,Siveele Technical Sheet Nataseen-L,Siveele Technical Sheet Nataseen-L,Yes,Meat & Poultry,Processed Meat,Cooked Sausages & Fermented Salami,No,Natural bio-preservation inhibiting spoilage and pathogenic bacteria.,R&D Validated
84,Siveele Technical Sheet NiseenR-S,Siveele Technical Sheet NiseenR-S,Yes,Dairy,Cheese,Cheese Surface Protection,Yes,Natural antifungal/antibacterial bio-preservation preventing surface mold and bacterial spoilage without affecting fermentation cultures.,R&D Validated
84,Siveele Technical Sheet NiseenR-S,Siveele Technical Sheet NiseenR-S,Yes,Meat & Poultry,Processed Meat,Cooked Sausages & Fermented Salami,No,Natural bio-preservation inhibiting spoilage and pathogenic bacteria.,R&D Validated
85,Sweetex 2E,Sweetex 2E,Yes,Beverages,Carbonated Drinks & Juices,Sugar-Free Soft Drinks & Flavored Waters,Yes,High-intensity clean sweetness profile with zero calories and synergistic sweetening power.,R&D Validated
85,Sweetex 2E,Sweetex 2E,Yes,Dairy,Fermented Dairy,Diet Yogurts & Flavored Milk,No,Calorie reduction while maintaining full sweet taste perception.,R&D Validated
86,Sweetex 2F,Sweetex 2F,Yes,Beverages,Carbonated Drinks & Juices,Sugar-Free Soft Drinks & Flavored Waters,Yes,High-intensity clean sweetness profile with zero calories and synergistic sweetening power.,R&D Validated
86,Sweetex 2F,Sweetex 2F,Yes,Dairy,Fermented Dairy,Diet Yogurts & Flavored Milk,No,Calorie reduction while maintaining full sweet taste perception.,R&D Validated
87,Sweetex 2P,Sweetex 2P,Yes,Beverages,Carbonated Drinks & Juices,Sugar-Free Soft Drinks & Flavored Waters,Yes,High-intensity clean sweetness profile with zero calories and synergistic sweetening power.,R&D Validated
87,Sweetex 2P,Sweetex 2P,Yes,Dairy,Fermented Dairy,Diet Yogurts & Flavored Milk,No,Calorie reduction while maintaining full sweet taste perception.,R&D Validated
88,Sweetex S,Sweetex S,Yes,Beverages,Carbonated Drinks & Juices,Sugar-Free Soft Drinks & Flavored Waters,Yes,High-intensity clean sweetness profile with zero calories and synergistic sweetening power.,R&D Validated
88,Sweetex S,Sweetex S,Yes,Dairy,Fermented Dairy,Diet Yogurts & Flavored Milk,No,Calorie reduction while maintaining full sweet taste perception.,R&D Validated
89,Sweetex SS,Sweetex SS,Yes,Beverages,Carbonated Drinks & Juices,Sugar-Free Soft Drinks & Flavored Waters,Yes,High-intensity clean sweetness profile with zero calories and synergistic sweetening power.,R&D Validated
89,Sweetex SS,Sweetex SS,Yes,Dairy,Fermented Dairy,Diet Yogurts & Flavored Milk,No,Calorie reduction while maintaining full sweet taste perception.,R&D Validated
90,ID-20,ID-20,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
90,ID-20,ID-20,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
91,TEXTRA BV100,TEXTRA BV100,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
91,TEXTRA BV100,TEXTRA BV100,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
92,TEXTRA _ D237,TEXTRA _ D237,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
92,TEXTRA _ D237,TEXTRA _ D237,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
93,TVP TDS-A+,TVP TDS-A+,Yes,Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Plant-Based Nuggets",Yes,"Provides meat-like fibrous chewiness, binds fat and water, reduces formulation cost, and builds structure in meat patties and plant-based nuggets.",R&D Validated
93,TVP TDS-A+,TVP TDS-A+,Yes,Bakery,Bread & Nutrition,High-Protein Bread & Energy Bars,No,"Enhances dough water absorption, strengthens gluten matrix, and boosts nutritional protein content.",R&D Validated
94,TVP,TVP,Yes,Meat & Poultry,Minced Meat & Meat Alternatives,"Burgers, Kofta & Plant-Based Nuggets",Yes,"Provides meat-like fibrous chewiness, binds fat and water, reduces formulation cost, and builds structure in meat patties and plant-based nuggets.",R&D Validated
94,TVP,TVP,Yes,Bakery,Bread & Nutrition,High-Protein Bread & Energy Bars,No,"Enhances dough water absorption, strengthens gluten matrix, and boosts nutritional protein content.",R&D Validated
95,Talaga 300,Talaga 300,Yes,Dairy,Cheese,Triangular Processed Cheese,Yes,Specialized texturizer and emulsification stabilizer to prevent fat separation and eliminate oiling-off in portioned foil triangles.,R&D Validated
95,Talaga 300,Talaga 300,Yes,Dairy,Cheese,Spreadable Processed Cheese,No,Delivers smooth velvety spreadability and emulsion stability in glass jars and plastic tubs.,R&D Validated
96,Textra - D237,Textra - D237,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
96,Textra - D237,Textra - D237,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
97,Textra BV238,Textra BV238,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
97,Textra BV238,Textra BV238,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
98,Textra CM ICE 200ⓩ,Textra Dairy & Ice Cream Stabilizers,Yes,Dairy,Frozen Dairy,Ice Cream & Frozen Desserts,Yes,"Provides controlled overrun (air incorporation), creamy texture, and melting resistance.",R&D Validated
99,Textra CM Ice 200 ⓢ,Textra Dairy & Ice Cream Stabilizers,Yes,Dairy,Frozen Dairy,Ice Cream & Frozen Desserts,Yes,"Provides controlled overrun (air incorporation), creamy texture, and melting resistance.",R&D Validated
100,Textra Cream 300,Textra Cream 300,Yes,Dairy,Frozen Dairy,Ice Cream & Frozen Desserts,Yes,"Provides controlled overrun (air incorporation), creamy texture, and melting resistance.",R&D Validated
101,Textra F 136,Textra F 136,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
101,Textra F 136,Textra F 136,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
102,Textra FM 200X,Textra FM 200X,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
102,Textra FM 200X,Textra FM 200X,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
103,Textra Feta 152,Textra Cheese Stabilizers,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
103,Textra Feta 152,Textra Cheese Stabilizers,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
104,Textra Feta 341,Textra Cheese Stabilizers,Yes,Dairy,Cheese,White Cheese / Feta,Yes,"Enhances curd firmness, optimizes slicing integrity, improves yield, and binds moisture stably during refrigerated brine aging.",R&D Validated
105,Textra Feta 400,Textra Cheese Stabilizers,Yes,Dairy,Cheese,Triangular Processed Cheese,Yes,Specialized texturizer and emulsification stabilizer to prevent fat separation and eliminate oiling-off in portioned foil triangles.,R&D Validated
105,Textra Feta 400,Textra Cheese Stabilizers,Yes,Dairy,Cheese,Spreadable Processed Cheese,No,Delivers smooth velvety spreadability and emulsion stability in glass jars and plastic tubs.,R&D Validated
106,Textra MA243,Textra Modified Starches,Yes,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,Yes,"Delivers freeze-thaw stability, high shear resistance, glossy sheen, and smooth texture.",R&D Validated
106,Textra MA243,Textra Modified Starches,Yes,Dairy,Fermented Dairy,Yogurt,No,Provides spoonable thickness and creaminess without syneresis.,R&D Validated
106,Textra MA243,Textra Modified Starches,Yes,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,No,Bake-stable body builder in fruit custards and fillings.,R&D Validated
107,Textra MS 4060,Textra Modified Starches,Yes,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,Yes,"Delivers freeze-thaw stability, high shear resistance, glossy sheen, and smooth texture.",R&D Validated
107,Textra MS 4060,Textra Modified Starches,Yes,Dairy,Fermented Dairy,Yogurt,No,Provides spoonable thickness and creaminess without syneresis.,R&D Validated
107,Textra MS 4060,Textra Modified Starches,Yes,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,No,Bake-stable body builder in fruit custards and fillings.,R&D Validated
108,Textra MS Pro,Textra Modified Starches,Yes,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,Yes,"Delivers freeze-thaw stability, high shear resistance, glossy sheen, and smooth texture.",R&D Validated
108,Textra MS Pro,Textra Modified Starches,Yes,Dairy,Fermented Dairy,Yogurt,No,Provides spoonable thickness and creaminess without syneresis.,R&D Validated
108,Textra MS Pro,Textra Modified Starches,Yes,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,No,Bake-stable body builder in fruit custards and fillings.,R&D Validated
109,Textra ND203,Textra ND203,Yes,Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,"Functional dairy texturizer and stabilizer improving dry matter consistency, texture body, and shelf-life stability.",R&D Validated
109,Textra ND203,Textra ND203,Yes,Bakery,Cake & Bakery,Sponge Cake & Pastry Fillings,No,Texture enhancement and moisture stabilization.,R&D Validated
